planet_name,host_star_name,habitability_prob
Kepler-115 c,Kepler-115,0.0202
OGLE-2012-BLG-0358L b,OGLE-2012-BLG-0358L,0.0202
Kepler-1817 b,Kepler-1817,0.0202
WASP-32 b,WASP-32,0.0202
Kepler-754 b,Kepler-754,0.0202
TOI-4633 c,TOI-4633,0.0201
Kepler-217 c,Kepler-217,0.0201
K2-207 b,K2-207,0.0201
Kepler-259 b,Kepler-259,0.02
K2-31 b,K2-31,0.02
Kepler-350 b,Kepler-350,0.0199
TOI-1136 b,TOI-1136,0.0199
TOI-1136 c,TOI-1136,0.0199
Kepler-1163 b,Kepler-1163,0.0199
Kepler-476 b,Kepler-476,0.0199
Kepler-366 c,Kepler-366,0.0198
HD 219134 h,HD 219134,0.0198
Kepler-715 b,Kepler-715,0.0198
Kepler-48 c,Kepler-48,0.0198
Kepler-136 c,Kepler-136,0.0197
Kepler-1165 c,Kepler-1165,0.0197
HD 72659 b,HD 72659,0.0197
Kepler-84 e,Kepler-84,0.0197
K2-178 b,K2-178,0.0196
TOI-2202 c,TOI-2202,0.0196
Kepler-173 c,Kepler-173,0.0196
Kepler-759 b,Kepler-759,0.0196
Kepler-168 b,Kepler-168,0.0196
Kepler-201 b,Kepler-201,0.0196
Kepler-160 d,Kepler-160,0.0196
TOI-1716.01,TOI-1716,0.0196
Kepler-1620 b,Kepler-1620,0.0195
Kepler-406 c,Kepler-406,0.0195
Kepler-1119 b,Kepler-1119,0.0195
Kepler-122 e,Kepler-122,0.0195
HD 155918 c,HD 155918,0.0195
MOA-2016-BLG-227L b,MOA-2016-BLG-227L,0.0195
Kepler-912 b,Kepler-912,0.0194
KMT-2021-BLG-0119L b,KMT-2021-BLG-0119L,0.0194
Kepler-1219 b,Kepler-1219,0.0194
HD 42012 b,HD 42012,0.0193
Kepler-1212 b,Kepler-1212,0.0193
Kepler-814 b,Kepler-814,0.0193
Kepler-1057 b,Kepler-1057,0.0193
Kepler-122 b,Kepler-122,0.0193
Kepler-561 b,Kepler-561,0.0192
Kepler-719 b,Kepler-719,0.0192
Kepler-201 c,Kepler-201,0.0192
Kepler-664 b,Kepler-664,0.0192
HD 210193 b,HD 210193,0.0191
Kepler-965 b,Kepler-965,0.0191
HD 150706 b,HD 150706,0.0191
K2-138 e,K2-138,0.0191
Kepler-1237 b,Kepler-1237,0.0191
K2-75 c,K2-75,0.0191
Kepler-923 b,Kepler-923,0.019
24 Sex c,24 Sex,0.019
HAT-P-24 b,HAT-P-24,0.019
Kepler-1403 b,Kepler-1403,0.019
KIC 10068024 b,KIC 10068024,0.019
Kepler-214 c,Kepler-214,0.019
Kepler-320 b,Kepler-320,0.0189
K2-75 b,K2-75,0.0189
K2-138 g,K2-138,0.0188
Kepler-750 c,Kepler-750,0.0188
Kepler-1700 b,Kepler-1700,0.0188
HD 156098 c,HD 156098,0.0188
WASP-34 b,WASP-34,0.0188
MOA-2009-BLG-387L b,MOA-2009-BLG-387L,0.0187
Kepler-24 c,Kepler-24,0.0187
OGLE-2015-BLG-0954L b,OGLE-2015-BLG-0954L,0.0187
MOA-2022-BLG-033L b,MOA-2022-BLG-033L,0.0187
Kepler-136 b,Kepler-136,0.0187
Kepler-875 b,Kepler-875,0.0187
Kepler-1181 b,Kepler-1181,0.0187
Kepler-1422 b,Kepler-1422,0.0186
Kepler-1316 b,Kepler-1316,0.0186
Kepler-678 b,Kepler-678,0.0186
Kepler-1165 b,Kepler-1165,0.0185
KIC 10525077 b,KIC 10525077,0.0185
Kepler-1633 b,Kepler-1633,0.0185
Kepler-525 b,Kepler-525,0.0185
Kepler-418 b,Kepler-418,0.0184
TOI-1136 d,TOI-1136,0.0184
HD 30177 c,HD 30177,0.0184
Kepler-1602 b,Kepler-1602,0.0184
Kepler-1728 b,Kepler-1728,0.0184
WASP-148 c,WASP-148,0.0184
Kepler-1300 b,Kepler-1300,0.0184
Kepler-1346 b,Kepler-1346,0.0183
Kepler-268 b,Kepler-268,0.0183
Kepler-803 b,Kepler-803,0.0183
Kepler-1951 b,Kepler-1951,0.0183
Kepler-1715 b,Kepler-1715,0.0183
Kepler-1073 d,Kepler-1073,0.0183
24 Sex b,24 Sex,0.0183
Kepler-1770 b,Kepler-1770,0.0183
Kepler-511 b,Kepler-511,0.0183
Kepler-1670 b,Kepler-1670,0.0183
Kepler-216 b,Kepler-216,0.0182
Kepler-1774 b,Kepler-1774,0.0182
Kepler-1937 b,Kepler-1937,0.0182
Kepler-266 c,Kepler-266,0.0182
HD 219134 g,HD 219134,0.0182
TOI-1272 c,TOI-1272,0.0181
Kepler-1344 b,Kepler-1344,0.0181
OGLE-2019-BLG-0299L b,OGLE-2019-BLG-0299L,0.0181
TOI-6041 c,TOI-6041,0.0181
Kepler-557 b,Kepler-557,0.018
TOI-6109 c,TOI-6109,0.018
HAT-P-17 b,HAT-P-17,0.018
Kepler-79 b,Kepler-79,0.018
K2-186 b,K2-186,0.018
Kepler-50 b,Kepler-50,0.0179
Kepler-1217 b,Kepler-1217,0.0179
Kepler-1307 b,Kepler-1307,0.0179
Kepler-175 b,Kepler-175,0.0179
Kepler-1725 b,Kepler-1725,0.0179
TOI-969 c,TOI-969,0.0179
Kepler-335 b,Kepler-335,0.0179
Kepler-53 c,Kepler-53,0.0178
HD 168863 b,HD 168863,0.0178
Kepler-24 b,Kepler-24,0.0177
Kepler-1551 b,Kepler-1551,0.0177
Kepler-127 d,Kepler-127,0.0177
Kepler-1256 b,Kepler-1256,0.0176
Kepler-1495 b,Kepler-1495,0.0176
Kepler-1772 b,Kepler-1772,0.0176
Kepler-1568 b,Kepler-1568,0.0176
Kepler-1472 b,Kepler-1472,0.0176
HD 11505 b,HD 11505,0.0176
HD 80883 b,HD 80883,0.0175
Kepler-997 b,Kepler-997,0.0175
Kepler-116 c,Kepler-116,0.0175
Kepler-956 b,Kepler-956,0.0175
Kepler-346 b,Kepler-346,0.0175
Kepler-1269 b,Kepler-1269,0.0175
Kepler-507 b,Kepler-507,0.0174
Kepler-1202 b,Kepler-1202,0.0174
Kepler-320 c,Kepler-320,0.0174
HD 141004 b,HD 141004,0.0174
WASP-53 c,WASP-53,0.0174
Kepler-1373 b,Kepler-1373,0.0173
Kepler-1204 b,Kepler-1204,0.0173
Kepler-1597 b,Kepler-1597,0.0173
Kepler-918 b,Kepler-918,0.0173
Kepler-194 c,Kepler-194,0.0173
Kepler-1002 b,Kepler-1002,0.0173
Kepler-1044 b,Kepler-1044,0.0172
HD 88072 b,HD 88072,0.0172
HIP 35965 b,HIP 35965,0.0172
HD 221287 b,HD 221287,0.0172
Kepler-1272 b,Kepler-1272,0.0172
Kepler-1732 b,Kepler-1732,0.0171
HD 360 b,HD 360,0.017
Kepler-232 c,Kepler-232,0.017
Kepler-342 b,Kepler-342,0.017
TOI-6109 b,TOI-6109,0.017
K2-215 b,K2-215,0.017
Kepler-593 b,Kepler-593,0.017
Kepler-207 d,Kepler-207,0.0169
K2-196 b,K2-196,0.0169
Kepler-127 c,Kepler-127,0.0169
Kepler-1407 b,Kepler-1407,0.0169
Kepler-58 b,Kepler-58,0.0169
Kepler-1821 b,Kepler-1821,0.0169
TOI-5238 b,TOI-5238,0.0169
HD 56957 b,HD 56957,0.0168
Kepler-1370 c,Kepler-1370,0.0168
Kepler-1462 b,Kepler-1462,0.0168
HD 11112 b,HD 11112,0.0168
HD 10975 b,HD 10975,0.0167
K2-219 b,K2-219,0.0167
Kepler-401 d,Kepler-401,0.0167
Kepler-361 c,Kepler-361,0.0167
Kepler-1063 b,Kepler-1063,0.0167
Kepler-625 b,Kepler-625,0.0167
OGLE-2008-BLG-355L b,OGLE-2008-BLG-355L,0.0167
Kepler-544 b,Kepler-544,0.0167
MOA-2011-BLG-322L b,MOA-2011-BLG-322L,0.0167
Kepler-228 c,Kepler-228,0.0166
Kepler-700 b,Kepler-700,0.0166
Kepler-966 b,Kepler-966,0.0166
WASP-60 b,WASP-60,0.0166
HD 75302 b,HD 75302,0.0166
Kepler-810 b,Kepler-810,0.0166
18 Del b,18 Del,0.0165
Kepler-1823 b,Kepler-1823,0.0165
Kepler-579 b,Kepler-579,0.0165
K2-46 b,K2-46,0.0165
HD 19615 b,HD 19615,0.0165
HD 45364 c,HD 45364,0.0165
Kepler-307 c,Kepler-307,0.0165
Kepler-576 b,Kepler-576,0.0164
HD 142245 b,HD 142245,0.0164
Kepler-1621 b,Kepler-1621,0.0164
HD 86065 b,HD 86065,0.0164
Kepler-1486 b,Kepler-1486,0.0164
HD 45364 b,HD 45364,0.0164
OGLE-2017-BLG-1275L b,OGLE-2017-BLG-1275L,0.0164
GJ 3021 b,GJ 3021,0.0164
Kepler-342 d,Kepler-342,0.0164
OGLE-2018-BLG-1011L c,OGLE-2018-BLG-1011L,0.0164
Kepler-1592 b,Kepler-1592,0.0163
HD 195019 b,HD 195019,0.0163
HD 18599 b,HD 18599,0.0163
Kepler-217 b,Kepler-217,0.0163
Kepler-264 c,Kepler-264,0.0163
Kepler-275 b,Kepler-275,0.0163
K2-219 c,K2-219,0.0163
HD 62549 b,HD 62549,0.0162
Kepler-1405 b,Kepler-1405,0.0162
Kepler-346 c,Kepler-346,0.0162
UZ For b,UZ For,0.0161
Kepler-281 d,Kepler-281,0.0161
Kepler-1842 b,Kepler-1842,0.0161
Kepler-1799 b,Kepler-1799,0.0161
KMT-2023-BLG-0949L b,KMT-2023-BLG-0949L,0.0161
Kepler-1901 b,Kepler-1901,0.0161
Kepler-1501 b,Kepler-1501,0.016
Pr0211 b,Pr0211,0.016
Kepler-857 b,Kepler-857,0.016
Kepler-47 d,Kepler-47,0.016
Kepler-1967 b,Kepler-1967,0.016
WASP-132 d,WASP-132,0.0159
WASP-135 b,WASP-135,0.0159
HD 12235 c,HD 12235,0.0159
Kepler-297 c,Kepler-297,0.0159
K2-221 b,K2-221,0.0159
HD 215497 b,HD 215497,0.0159
XO-3 b,XO-3,0.0158
TOI-1136 f,TOI-1136,0.0158
Kepler-281 c,Kepler-281,0.0158
HD 43197 c,HD 43197,0.0158
HD 28254 b,HD 28254,0.0158
HD 45184 c,HD 45184,0.0158
Kepler-1921 b,Kepler-1921,0.0158
Kepler-187 c,Kepler-187,0.0158
2M0437 b,2MASS J04372171+2651014,0.0158
HD 219415 b,HD 219415,0.0158
Kepler-31 b,Kepler-31,0.0158
Kepler-1969 b,Kepler-1969,0.0158
Kepler-58 d,Kepler-58,0.0157
Kepler-1070 b,Kepler-1070,0.0157
HD 18143 c,HD 18143,0.0157
HD 174205 b,HD 174205,0.0157
Kepler-58 c,Kepler-58,0.0157
Kepler-911 b,Kepler-911,0.0157
HD 45184 b,HD 45184,0.0157
Kepler-126 d,Kepler-126,0.0157
Kepler-175 c,Kepler-175,0.0156
Kepler-146 b,Kepler-146,0.0156
Kepler-1283 b,Kepler-1283,0.0156
GJ 9714 b,GJ 9714,0.0156
HD 27894 d,HD 27894,0.0155
HD 204313 b,HD 204313,0.0155
2MASS J02192210-3925225 b,2MASS J02192210-3925225,0.0155
Kepler-924 b,Kepler-924,0.0155
Kepler-655 b,Kepler-655,0.0155
HD 147513 b,HD 147513,0.0154
Kepler-318 b,Kepler-318,0.0154
Kepler-1201 b,Kepler-1201,0.0153
CD-35 2722 b,CD-35 2722,0.0153
Kepler-1056 b,Kepler-1056,0.0153
Kepler-1820 b,Kepler-1820,0.0153
HD 185269 b,HD 185269,0.0153
Kepler-1368 b,Kepler-1368,0.0152
47 UMa d,47 UMa,0.0152
Kepler-1421 b,Kepler-1421,0.0152
Kepler-618 b,Kepler-618,0.0152
HIP 86221 b,HIP 86221,0.0152
TOI-1136 g,TOI-1136,0.0152
Kepler-405 c,Kepler-405,0.0152
Kepler-394 b,Kepler-394,0.0152
HD 216437 b,HD 216437,0.0152
Kepler-50 c,Kepler-50,0.0152
Kepler-904 b,Kepler-904,0.0152
K2-201 c,K2-201,0.0152
Kepler-969 b,Kepler-969,0.0152
Kepler-394 c,Kepler-394,0.0151
Kepler-123 b,Kepler-123,0.0151
HD 135872 b,HD 135872,0.0151
Kepler-1433 b,Kepler-1433,0.0151
Kepler-1438 b,Kepler-1438,0.0151
Kepler-31 d,Kepler-31,0.015
Kepler-792 b,Kepler-792,0.015
Kepler-1233 b,Kepler-1233,0.015
Kepler-1955 b,Kepler-1955,0.0149
Kepler-1962 b,Kepler-1962,0.0149
47 UMa c,47 UMa,0.0149
Kepler-606 b,Kepler-606,0.0149
Kepler-79 c,Kepler-79,0.0149
Kepler-276 b,Kepler-276,0.0149
HD 222582 b,HD 222582,0.0149
BD+14 4559 b,BD+14 4559,0.0148
TOI-1338 b,TOI-1338 A,0.0148
Kepler-1383 b,Kepler-1383,0.0148
TOI-1117 d,TOI-1117,0.0148
HD 115404 A c,HD 115404 A,0.0148
Kepler-214 b,Kepler-214,0.0148
Kepler-1189 b,Kepler-1189,0.0148
K2-217 b,K2-217,0.0148
HD 73267 b,HD 73267,0.0148
Kepler-1280 b,Kepler-1280,0.0148
KMT-2019-BLG-0414L b,KMT-2019-BLG-0414L,0.0148
TOI-1117 c,TOI-1117,0.0147
Kepler-268 c,Kepler-268,0.0147
K2-373 b,K2-373,0.0147
Kepler-1275 b,Kepler-1275,0.0147
Kepler-1067 c,Kepler-1067,0.0147
Kepler-188 c,Kepler-188,0.0147
14 And b,14 And,0.0147
WASP-148 b,WASP-148,0.0146
HD 128311 c,HD 128311,0.0146
Kepler-1681 b,Kepler-1681,0.0145
Kepler-1396 b,Kepler-1396,0.0145
tau Gem b,tau Gem,0.0145
Kepler-216 c,Kepler-216,0.0145
OGLE-2019-BLG-0468L c,OGLE-2019-BLG-0468L,0.0145
HD 196050 b,HD 196050,0.0145
HD 80869 b,HD 80869,0.0145
KMT-2016-BLG-1820L b,KMT-2016-BLG-1820L,0.0145
Kepler-1571 b,Kepler-1571,0.0145
47 UMa b,47 UMa,0.0144
TOI-1744.01,TOI-1744,0.0144
K2-396 b,K2-396,0.0144
OGLE-2017-BLG-1375L b,OGLE-2017-BLG-1375L,0.0144
Kepler-619 b,Kepler-619,0.0144
nu Oct A b,nu Oct A,0.0144
BEBOP-3 b,BEBOP-3,0.0143
Kepler-453 b,Kepler-453,0.0143
TOI-1768.01,TOI-1768,0.0143
GJ 896 A b,GJ 896 A,0.0143
Kepler-79 e,Kepler-79,0.0143
Kepler-603 c,Kepler-603,0.0143
OGLE-2019-BLG-0249L b,OGLE-2019-BLG-0249L,0.0143
Kepler-1193 b,Kepler-1193,0.0143
Kepler-307 b,Kepler-307,0.0143
HD 125271 b,HD 125271,0.0143
MOA-2011-BLG-293L b,MOA-2011-BLG-293L,0.0143
Kepler-355 c,Kepler-355,0.0143
Kepler-372 b,Kepler-372,0.0143
HD 93385 d,HD 93385,0.0142
Kepler-677 b,Kepler-677,0.0142
Kepler-406 b,Kepler-406,0.0142
HD 181234 b,HD 181234,0.0141
Kepler-31 c,Kepler-31,0.0141
Kepler-1370 b,Kepler-1370,0.0141
HD 194490 b,HD 194490,0.0141
Kepler-1831 b,Kepler-1831,0.0141
HAT-P-21 b,HAT-P-21,0.0141
Kepler-1589 b,Kepler-1589,0.0141
HR 8799 b,HR 8799,0.0141
HIP 56640 b,HIP 56640,0.014
Kepler-1893 b,Kepler-1893,0.014
Kepler-131 b,Kepler-131,0.014
Kepler-1311 d,Kepler-1311,0.014
Kepler-874 b,Kepler-874,0.014
HIP 5763 b,HIP 5763,0.014
WASP-22 b,WASP-22,0.014
GJ 2030 c,GJ 2030,0.014
Kepler-887 c,Kepler-887,0.0139
51 Eri b,51 Eri,0.0139
Kepler-848 b,Kepler-848,0.0139
Kepler-798 b,Kepler-798,0.0139
HD 142 c,HD 142,0.0139
Kepler-1686 b,Kepler-1686,0.0138
Kepler-748 b,Kepler-748,0.0138
HD 158038 b,HD 158038,0.0138
HD 117618 b,HD 117618,0.0138
Kepler-688 b,Kepler-688,0.0138
HIP 55507 b,HIP 55507,0.0138
HD 93385 c,HD 93385,0.0138
Kepler-982 b,Kepler-982,0.0138
Kepler-667 b,Kepler-667,0.0137
HD 95544 b,HD 95544,0.0137
HD 93385 b,HD 93385,0.0137
Kepler-1483 b,Kepler-1483,0.0137
HD 25015 b,HD 25015,0.0137
HIP 34222 b,HIP 34222,0.0137
HD 147018 b,HD 147018,0.0137
Kepler-702 b,Kepler-702,0.0136
HD 190228 b,HD 190228,0.0136
HD 14067 b,HD 14067,0.0136
HD 149806 b,HD 149806,0.0136
Kepler-1871 b,Kepler-1871,0.0136
Kepler-799 c,Kepler-799,0.0135
HD 203387 c,HD 203387,0.0135
CoRoT-30 b,CoRoT-30,0.0135
Kepler-769 c,Kepler-769,0.0135
HD 125612 d,HD 125612,0.0135
Kepler-1745 b,Kepler-1745,0.0135
Kepler-312 c,Kepler-312,0.0135
Kepler-1100 b,Kepler-1100,0.0134
bet Pic b,bet Pic,0.0133
Kepler-1090 c,Kepler-1090,0.0133
Kepler-1354 b,Kepler-1354,0.0133
Kepler-9 b,Kepler-9,0.0133
Kepler-254 b,Kepler-254,0.0133
HD 101930 b,HD 101930,0.0133
Kepler-372 d,Kepler-372,0.0132
Kepler-750 b,Kepler-750,0.0132
Kepler-909 b,Kepler-909,0.0132
Kepler-27 d,Kepler-27,0.0132
HD 219077 b,HD 219077,0.0132
HD 93351 c,HD 93351,0.0131
KIC 5479689 b,KIC 5479689,0.0131
Kepler-652 b,Kepler-652,0.0131
HD 183263 c,HD 183263,0.0131
HD 190007 b,HD 190007,0.0131
Kepler-1496 b,Kepler-1496,0.0131
Kepler-1603 b,Kepler-1603,0.0131
Kepler-1159 b,Kepler-1159,0.013
Kepler-998 b,Kepler-998,0.013
CoRoT-28 b,CoRoT-28,0.013
Kepler-98 b,Kepler-98,0.013
Kepler-53 b,Kepler-53,0.013
Kepler-609 b,Kepler-609,0.013
Kepler-1279 b,Kepler-1279,0.013
Kepler-1913 b,Kepler-1913,0.0129
Kepler-641 b,Kepler-641,0.0129
Kepler-554 b,Kepler-554,0.0129
Kepler-501 c,Kepler-501,0.0129
Kepler-1852 b,Kepler-1852,0.0129
KMT-2016-BLG-1107L b,KMT-2016-BLG-1107L,0.0128
HD 156279 c,HD 156279,0.0128
Kepler-79 d,Kepler-79,0.0128
HIP 65891 b,HIP 65891,0.0128
GJ 676 A c,GJ 676 A,0.0127
Kepler-860 b,Kepler-860,0.0127
Kepler-1072 b,Kepler-1072,0.0127
HD 10180 c,HD 10180,0.0127
Kepler-620 b,Kepler-620,0.0127
TOI-216.01,TOI-216,0.0127
Kepler-1776 b,Kepler-1776,0.0126
Kepler-1758 b,Kepler-1758,0.0126
Kepler-182 b,Kepler-182,0.0126
Kepler-915 b,Kepler-915,0.0126
Kepler-1475 b,Kepler-1475,0.0126
Kepler-835 b,Kepler-835,0.0126
BD-17 63 b,BD-17 63,0.0125
Kepler-788 b,Kepler-788,0.0125
HD 72659 c,HD 72659,0.0125
HD 10697 b,HD 10697,0.0124
HIP 8541 b,HIP 8541,0.0124
HD 25912 c,HD 25912,0.0124
Kepler-9 c,Kepler-9,0.0124
HD 24085 b,HD 24085,0.0123
TOI-216.02,TOI-216,0.0123
OGLE-2019-BLG-0954L b,OGLE-2019-BLG-0954L,0.0123
Kepler-264 b,Kepler-264,0.0123
HAT-P-2 c,HAT-P-2,0.0122
HD 30177 b,HD 30177,0.0122
HD 132406 b,HD 132406,0.0122
WASP-16 b,WASP-16,0.0122
HD 169830 c,HD 169830,0.0121
K2-231 b,K2-231,0.0121
HD 224538 b,HD 224538,0.0121
GJ 676 A b,GJ 676 A,0.0121
Kepler-919 b,Kepler-919,0.0121
Kepler-275 d,Kepler-275,0.012
HD 74156 c,HD 74156,0.012
UZ For c,UZ For,0.012
Kepler-1622 b,Kepler-1622,0.012
WASP-63 b,WASP-63,0.0119
Kepler-1928 b,Kepler-1928,0.0119
HD 111232 c,HD 111232,0.0119
HD 215497 c,HD 215497,0.0119
IC 4651 9122 b,IC 4651 9122,0.0118
Kepler-950 b,Kepler-950,0.0118
Kepler-640 b,Kepler-640,0.0118
K2-219 d,K2-219,0.0118
Kepler-193 b,Kepler-193,0.0118
Kepler-1905 b,Kepler-1905,0.0118
8 UMi b,8 UMi,0.0116
Kepler-930 b,Kepler-930,0.0116
14 Her b,14 Her,0.0116
Kepler-168 c,Kepler-168,0.0116
Kepler-999 b,Kepler-999,0.0116
HD 13931 b,HD 13931,0.0116
HD 74698 c,HD 74698,0.0116
HD 147018 c,HD 147018,0.0115
Kepler-1395 b,Kepler-1395,0.0115
Kepler-817 b,Kepler-817,0.0115
HD 9446 c,HD 9446,0.0115
Kepler-289 c,Kepler-289,0.0115
Kepler-952 b,Kepler-952,0.0114
Kepler-1562 b,Kepler-1562,0.0114
eps Eri b,eps Eri,0.0114
XO-1 b,XO-1,0.0113
HD 187123 c,HD 187123,0.0113
Kepler-193 c,Kepler-193,0.0113
Kepler-1569 b,Kepler-1569,0.0113
Kepler-275 c,Kepler-275,0.0112
HD 204313 e,HD 204313,0.0112
WASP-41 b,WASP-41,0.0112
Kepler-56 c,Kepler-56,0.0112
WASP-61 b,WASP-61,0.0112
Kepler-584 b,Kepler-584,0.0112
Kepler-228 d,Kepler-228,0.0112
Kepler-1249 b,Kepler-1249,0.0112
HD 3765 b,HD 3765,0.0112
HD 28185 c,HD 28185,0.0111
Kepler-1213 b,Kepler-1213,0.0111
Kepler-33 b,Kepler-33,0.0111
Kepler-1660 AB b,Kepler-1660 A,0.0111
TOI-199 c,TOI-199,0.0111
Kepler-887 b,Kepler-887,0.0111
HD 153950 b,HD 153950,0.011
HIP 948 b,HIP 948,0.011
HD 159243 c,HD 159243,0.011
Kepler-1154 b,Kepler-1154,0.011
HD 11964 b,HD 11964,0.011
HD 9446 b,HD 9446,0.011
HD 7449 b,HD 7449,0.011
Kepler-1154 c,Kepler-1154,0.011
WASP-88 b,WASP-88,0.0109
HD 110113 c,HD 110113,0.0109
Kepler-116 b,Kepler-116,0.0109
Kepler-1510 b,Kepler-1510,0.0108
Kepler-1524 b,Kepler-1524,0.0108
Kepler-1094 b,Kepler-1094,0.0108
Kepler-1810 b,Kepler-1810,0.0108
HD 111232 b,HD 111232,0.0108
HD 38529 c,HD 38529,0.0107
HD 191806 b,HD 191806,0.0107
HD 66428 b,HD 66428,0.0106
WASP-106 b,WASP-106,0.0106
Kepler-1080 b,Kepler-1080,0.0105
Kepler-1340 b,Kepler-1340,0.0105
HD 109988 b,HD 109988,0.0105
KMT-2019-BLG-0371L b,KMT-2019-BLG-0371L,0.0105
Kepler-1267 b,Kepler-1267,0.0105
HD 52265 b,HD 52265,0.0105
WASP-126 c,WASP-126,0.0105
HD 86264 b,HD 86264,0.0104
Kepler-937 c,Kepler-937,0.0104
Kepler-372 c,Kepler-372,0.0104
Kepler-385 b,Kepler-385,0.0104
Kepler-596 b,Kepler-596,0.0104
Kepler-953 c,Kepler-953,0.0103
Kepler-1147 b,Kepler-1147,0.0103
HD 159243 b,HD 159243,0.0103
KMT-2016-BLG-0212L b,KMT-2016-BLG-0212L,0.0103
Kepler-490 b,Kepler-490,0.0103
Kepler-1238 b,Kepler-1238,0.0103
Kepler-908 b,Kepler-908,0.0102
Kepler-1513 c,Kepler-1513,0.0102
Kepler-590 b,Kepler-590,0.0102
HD 164922 b,HD 164922,0.0102
HD 219828 c,HD 219828,0.0102
HIP 67537 b,HIP 67537,0.0102
MOA-2010-BLG-073L b,MOA-2010-BLG-073L,0.0102
Kepler-487 b,Kepler-487,0.0102
16 Cyg B b,16 Cyg B,0.0101
HD 8574 b,HD 8574,0.0101
Kepler-769 b,Kepler-769,0.0101
bet Pic c,bet Pic,0.01
Kepler-1274 b,Kepler-1274,0.01
Kepler-741 b,Kepler-741,0.01
Kepler-447 b,Kepler-447,0.01
Kepler-680 b,Kepler-680,0.0099
K2-396 c,K2-396,0.0099
Kepler-1666 b,Kepler-1666,0.0099
Kepler-853 b,Kepler-853,0.0099
KOI-1783.02,KOI-1783,0.0098
Kepler-527 b,Kepler-527,0.0098
HD 10180 d,HD 10180,0.0098
PZ Tel b,PZ Tel,0.0098
HD 30669 b,HD 30669,0.0098
HD 457 b,HD 457,0.0098
Kepler-1866 b,Kepler-1866,0.0098
Kepler-1811 b,Kepler-1811,0.0098
Kepler-910 b,Kepler-910,0.0098
HD 99283 b,HD 99283,0.0098
HD 110537 b,HD 110537,0.0098
psi1 Dra B b,psi1 Dra B,0.0098
HD 74698 b,HD 74698,0.0098
OGLE-TR-111 b,OGLE-TR-111,0.0097
Kepler-1859 b,Kepler-1859,0.0097
TOI-4582 b,TOI-4582,0.0097
TOI-1410 c,TOI-1410,0.0097
XO-2 N b,XO-2 N,0.0097
Kepler-720 b,Kepler-720,0.0097
HD 153557 d,HD 153557,0.0097
Kepler-1618 b,Kepler-1618,0.0097
HD 80913 b,HD 80913,0.0096
KMT-2022-BLG-2286L b,KMT-2022-BLG-2286L,0.0096
Kepler-1877 b,Kepler-1877,0.0096
TIC 241249530 b,TIC 241249530,0.0096
HAT-P-6 b,HAT-P-6,0.0096
GJ 680 b,GJ 680,0.0096
Kepler-33 c,Kepler-33,0.0096
Kepler-1394 b,Kepler-1394,0.0096
Kepler-182 c,Kepler-182,0.0096
Kepler-766 b,Kepler-766,0.0096
Kepler-94 b,Kepler-94,0.0095
Kepler-359 b,Kepler-359,0.0095
Kepler-385 c,Kepler-385,0.0095
HD 187123 b,HD 187123,0.0095
HD 113337 c,HD 113337,0.0095
Kepler-972 b,Kepler-972,0.0095
HD 23596 b,HD 23596,0.0095
Kepler-653 c,Kepler-653,0.0094
Kepler-33 e,Kepler-33,0.0094
Kepler-1924 b,Kepler-1924,0.0094
Kepler-217 d,Kepler-217,0.0094
HD 102843 b,HD 102843,0.0094
HD 11964 c,HD 11964,0.0094
HD 97037 b,HD 97037,0.0094
TIC 279401253 b,TIC 279401253,0.0094
K2-223 b,K2-223,0.0094
HD 164922 c,HD 164922,0.0094
HD 207832 b,HD 207832,0.0094
KMT-2021-BLG-0322L b,KMT-2021-BLG-0322L,0.0094
Kepler-234 c,Kepler-234,0.0093
HD 208487 b,HD 208487,0.0093
Kepler-650 b,Kepler-650,0.0093
Kepler-289 b,Kepler-289,0.0093
Kepler-1609 b,Kepler-1609,0.0093
Kepler-1666 c,Kepler-1666,0.0093
HD 108341 b,HD 108341,0.0093
HD 62364 c,HD 62364,0.0093
Kepler-1699 b,Kepler-1699,0.0092
Kepler-1345 b,Kepler-1345,0.0092
Kepler-289 d,Kepler-289,0.0092
HD 8673 b,HD 8673,0.0092
Kepler-33 f,Kepler-33,0.0092
HD 73256 c,HD 73256,0.0091
Kepler-1916 b,Kepler-1916,0.0091
Kepler-871 b,Kepler-871,0.0091
HD 213472 b,HD 213472,0.0091
HIP 57274 d,HIP 57274,0.009
OGLE-2003-BLG-235L b,OGLE-2003-BLG-235L,0.009
HD 164922 d,HD 164922,0.009
Kepler-696 b,Kepler-696,0.009
HD 188641 b,HD 188641,0.009
HD 105618 c,HD 105618,0.009
Kepler-1288 b,Kepler-1288,0.009
Kepler-33 d,Kepler-33,0.009
TOI-1478 b,TOI-1478,0.009
Kepler-855 b,Kepler-855,0.009
Kepler-410 A b,Kepler-410 A,0.0089
HD 185283 b,HD 185283,0.0089
Kepler-1923 b,Kepler-1923,0.0089
Kepler-502 b,Kepler-502,0.0089
Kepler-359 d,Kepler-359,0.0089
HD 26161 b,HD 26161,0.0088
Kepler-473 b,Kepler-473,0.0088
Kepler-541 b,Kepler-541,0.0088
Kepler-1786 b,Kepler-1786,0.0088
K2-194 b,K2-194,0.0087
HD 136118 b,HD 136118,0.0087
Kepler-30 b,Kepler-30,0.0087
K2-191 b,K2-191,0.0087
Kepler-1468 d,Kepler-1468,0.0087
